AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,lad16nm,text,easting,northing,long,lat
100142412016,2016-04-10,Apr,Sun,2,Car,Serious,Dark,Male,16-20,Bolton,At 02:03 on Sunday 10 April 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,369613,410351,-2.460521924234619,53.58885284430438
100142922016,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Male,36-45,Bolton,At 13:39 on Saturday 02 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371216,408478,-2.436133151832812,53.57210907924575
100142922016,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Male,16-20,Bolton,At 13:39 on Saturday 02 April 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371216,408478,-2.436133151832812,53.57210907924575
100142922016,2016-04-02,Apr,Sat,13,Car,Slight,Daylight,Female,16-20,Bolton,At 13:39 on Saturday 02 April 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,371216,408478,-2.436133151832812,53.57210907924575
100143182016,2016-04-11,Apr,Mon,20,Pedestrian,Slight,Dark,Female,16-20,Bolton,At 20:20 on Monday 11 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371152,410369,-2.4372750436023236,53.58910189826955
100143782016,2016-04-04,Apr,Mon,16,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 16:00 on Monday 04 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,369019,405817,-2.4690436379286553,53.54806636207394
100143912016,2016-04-13,Apr,Wed,7,Car,Slight,Dark,Female,26-35,Bolton,At 07:40 on Wednesday 13 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372147,405042,-2.421767295765839,53.54127650793939
100144452016,2016-04-12,Apr,Tues,7,Car,Slight,Daylight,Male,46-55,Bolton,At 07:00 on Tuesday 12 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371300,414176,-2.4353913002606564,53.623327311097974
100144582016,2016-04-09,Apr,Sat,11,Pedal Cycle,Serious,Daylight,Male,46-55,Bolton,At 11:20 on Saturday 09 April 2016 a serious collision occured involving 3 vehicle(s) and  1 casualtie(s).,366895,409363,-2.5014752830293845,53.57980760820749
100144792016,2016-03-05,Mar,Sat,17,Car,Slight,Daylight,Male,46-55,Bolton,At 17:16 on Saturday 05 March 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,367589,406757,-2.490722482018014,53.5564284496248
100144792016,2016-03-05,Mar,Sat,17,Car,Slight,Daylight,Female,56-65,Bolton,At 17:16 on Saturday 05 March 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,367589,406757,-2.490722482018014,53.5564284496248
100144792016,2016-03-05,Mar,Sat,17,Car,Slight,Daylight,Male,36-45,Bolton,At 17:16 on Saturday 05 March 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,367589,406757,-2.490722482018014,53.5564284496248
100144792016,2016-03-05,Mar,Sat,17,Car,Slight,Daylight,Male,36-45,Bolton,At 17:16 on Saturday 05 March 2016 a slight collision occured involving 4 vehicle(s) and  4 casualtie(s).,367589,406757,-2.490722482018014,53.5564284496248
100145052016,2016-04-06,Apr,Wed,16,Powered 2 Wheeler,Slight,Daylight,Male,26-35,Bolton,At 16:57 on Wednesday 06 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,367372,408458,-2.494176275492496,53.571703502592364
100145102016,2016-04-02,Apr,Sat,23,Car,Slight,Dark,Male,56-65,Bolton,At 23:28 on Saturday 02 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374517,409444,-2.386365959144856,53.58096301180583
100146072016,2016-04-15,Apr,Fri,15,Pedestrian,Serious,Daylight,Female,11-15,Bolton,At 15:15 on Friday 15 April 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,375212,407386,-2.3757048607415134,53.56249895554388
100146232016,2016-04-12,Apr,Tues,17,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 17:50 on Tuesday 12 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373276,411990,-2.405328526840859,53.60378452605063
100146422016,2016-03-25,Mar,Fri,17,Pedal Cycle,Slight,Daylight,Male,16-20,Bolton,At 17:35 on Friday 25 March 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,373073,410399,-2.408258219954734,53.58947413363424
100146672016,2016-04-11,Apr,Mon,16,Pedal Cycle,Slight,Daylight,Male,36-45,Bolton,At 16:20 on Monday 11 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374109,405686,-2.3922154059430167,53.54716567067488
100147062016,2016-04-20,Apr,Wed,13,Bus or Coach,Slight,Dark,Male,6-10,Bolton,At 13:15 on Wednesday 20 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374360,409475,-2.3887397760670974,53.581233956063734
100147242016,2016-04-22,Apr,Fri,17,Car,Slight,Daylight,Male,16-20,Bolton,At 17:55 on Friday 22 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373224,406653,-2.40565454750963,53.55581259124633
100147242016,2016-04-22,Apr,Fri,17,Car,Slight,Daylight,Male,26-35,Bolton,At 17:55 on Friday 22 April 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,373224,406653,-2.40565454750963,53.55581259124633
100149362016,2016-03-31,Mar,Thurs,15,Car,Slight,Daylight,Male,0-5,Bolton,At 15:50 on Thursday 31 March 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373900,409423,-2.3956830853441144,53.58074378601479
100149362016,2016-03-31,Mar,Thurs,15,Car,Slight,Daylight,Female,26-35,Bolton,At 15:50 on Thursday 31 March 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,373900,409423,-2.3956830853441144,53.58074378601479
100149362016,2016-03-31,Mar,Thurs,15,Car,Slight,Daylight,Female,36-45,Bolton,At 15:50 on Thursday 31 March 2016 a slight collision occured involving 3 vehicle(s) and  3 casualtie(s).,373900,409423,-2.3956830853441144,53.58074378601479
100149662016,2016-04-23,Apr,Sat,13,Car,Serious,Daylight,Male,36-45,Bolton,At 13:15 on Saturday 23 April 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372938,405915,-2.4099074425785805,53.5491646486346
100149742016,2016-04-03,Apr,Sun,21,Pedestrian,Serious,Dark,Male,66-75,Bolton,At 21:50 on Sunday 03 April 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372392,407509,-2.4182891479036552,53.5634631053775
100150342016,2016-04-19,Apr,Tues,16,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 16:10 on Tuesday 19 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,368351,410612,-2.4796125218622977,53.5911237673006
100150352016,2016-04-12,Apr,Tues,19,Car,Slight,Dark,Male,21-25,Bolton,At 19:35 on Tuesday 12 April 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,370398,409949,-2.4486252275237526,53.58528474752262
100150352016,2016-04-12,Apr,Tues,19,Car,Slight,Dark,Male,21-25,Bolton,At 19:35 on Tuesday 12 April 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,370398,409949,-2.4486252275237526,53.58528474752262
100150352016,2016-04-12,Apr,Tues,19,Car,Slight,Dark,Male,21-25,Bolton,At 19:35 on Tuesday 12 April 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,370398,409949,-2.4486252275237526,53.58528474752262
100150552016,2016-04-03,Apr,Sun,13,Car,Slight,Daylight,Male,26-35,Bolton,At 13:00 on Sunday 03 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369709,411172,-2.459151761905951,53.59623754862902
100151042016,2016-04-22,Apr,Fri,12,Car,Slight,Daylight,Female,46-55,Bolton,At 12:05 on Friday 22 April 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373627,405579,-2.399480450391892,53.54617985082338
100151042016,2016-04-22,Apr,Fri,12,Car,Slight,Daylight,Male,0-5,Bolton,At 12:05 on Friday 22 April 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,373627,405579,-2.399480450391892,53.54617985082338
100151442016,2016-04-27,Apr,Wed,7,Pedestrian,Slight,Daylight,Female,36-45,Bolton,At 07:55 on Wednesday 27 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,366208,409524,-2.511868462374069,53.58121070239967
100151482016,2016-04-25,Apr,Mon,8,Car,Slight,Dark,Female,26-35,Bolton,At 08:35 on Monday 25 April 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370525,405396,-2.446275669635592,53.54436941095658
100152242016,2016-04-21,Apr,Thurs,16,Powered 2 Wheeler,Slight,Daylight,Male,26-35,Bolton,At 16:10 on Thursday 21 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375992,404354,-2.363695297330145,53.53528331630032
100152582016,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:50 on Wednesday 13 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371528,412146,-2.431757959772446,53.605094214173384
100152582016,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:50 on Wednesday 13 April 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,371528,412146,-2.431757959772446,53.605094214173384
100152582016,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,26-35,Bolton,At 20:50 on Wednesday 13 April 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,371528,412146,-2.431757959772446,53.605094214173384
100152582016,2016-04-13,Apr,Wed,20,Car,Slight,Dark,Male,16-20,Bolton,At 20:50 on Wednesday 13 April 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371528,412146,-2.431757959772446,53.605094214173384
100153482016,2016-05-06,May,Fri,10,Car,Slight,Daylight,Male,56-65,Bolton,At 10:50 on Friday 06 May 2016 a slight collision occured involving 5 vehicle(s) and  1 casualtie(s).,362103,410238,-2.5739543439322423,53.587346563701914
100154402016,2016-05-09,May,Mon,6,Pedal Cycle,Serious,Daylight,Male,46-55,Bolton,At 06:51 on Monday 09 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,370935,409638,-2.4404847630240796,53.582519631783306
100154602016,2016-04-15,Apr,Fri,8,Pedestrian,Serious,Daylight,Female,0-5,Bolton,At 08:50 on Friday 15 April 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371225,407984,-2.435951554162549,53.567669483686046
100154722016,2016-05-09,May,Mon,14,Car,Slight,Daylight,Female,66-75,Bolton,At 14:31 on Monday 09 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374208,405461,-2.3907027085459265,53.54514823578074
100155452016,2016-05-18,May,Wed,8,Car,Slight,Daylight,Male,36-45,Bolton,At 08:40 on Wednesday 18 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372238,409047,-2.4207514069628577,53.577278578207014
100156512016,2016-05-03,May,Tues,17,Car,Slight,Daylight,Female,6-10,Bolton,At 17:05 on Tuesday 03 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,374352,405345,-2.3885200783732214,53.5441126965677
100156512016,2016-05-03,May,Tues,17,Powered 2 Wheeler,Serious,Daylight,Male,16-20,Bolton,At 17:05 on Tuesday 03 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,374352,405345,-2.3885200783732214,53.5441126965677
100156702016,2016-05-14,May,Sat,11,Pedestrian,Serious,Daylight,Male,6-10,Bolton,At 11:46 on Saturday 14 May 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371732,405599,-2.428079918075915,53.54626061091985
100157982016,2016-05-04,May,Wed,8,Pedestrian,Serious,Daylight,Male,26-35,Bolton,At 08:45 on Wednesday 04 May 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371300,409199,-2.4349312662755898,53.57859407046073
100158892016,2016-05-10,May,Tues,18,Car,Slight,Daylight,Female,36-45,Bolton,At 18:34 on Tuesday 10 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369019,405800,-2.469041947586186,53.54791356554665
100158892016,2016-05-10,May,Tues,18,Car,Slight,Daylight,Female,16-20,Bolton,At 18:34 on Tuesday 10 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,369019,405800,-2.469041947586186,53.54791356554665
100159252016,2016-05-24,May,Tues,8,Car,Slight,Daylight,Male,36-45,Bolton,At 08:10 on Tuesday 24 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372193,406560,-2.421208717126122,53.55492287490921
100159252016,2016-05-24,May,Tues,8,Car,Slight,Daylight,Male,11-15,Bolton,At 08:10 on Tuesday 24 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372193,406560,-2.421208717126122,53.55492287490921
100159252016,2016-05-24,May,Tues,8,Car,Slight,Daylight,Male,11-15,Bolton,At 08:10 on Tuesday 24 May 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,372193,406560,-2.421208717126122,53.55492287490921
100159332016,2016-05-23,May,Mon,18,Car,Serious,Dark,Male,21-25,Bolton,At 18:07 on Monday 23 May 2016 a serious collision occured involving 4 vehicle(s) and  5 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159332016,2016-05-23,May,Mon,18,Car,Slight,Dark,Male,16-20,Bolton,At 18:07 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  6 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159332016,2016-05-23,May,Mon,18,Car,Slight,Dark,Female,26-35,Bolton,At 18:07 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159332016,2016-05-23,May,Mon,18,Car,Slight,Dark,Male,46-55,Bolton,At 18:07 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159332016,2016-05-23,May,Mon,18,Car,Slight,Dark,Male,21-25,Bolton,At 18:07 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  4 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159332016,2016-05-23,May,Mon,18,Car,Slight,Dark,Female,46-55,Bolton,At 18:07 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,368256,410686,-2.4810552448231453,53.591783111407366
100159672016,2016-05-09,May,Mon,15,Powered 2 Wheeler,Slight,Daylight,Male,36-45,Bolton,At 15:00 on Monday 09 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372771,410239,-2.4128063743993016,53.588020384929905
100160152016,2016-04-30,Apr,Sat,7,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 07:30 on Saturday 30 April 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369033,406024,-2.4688529287032757,53.54992771309907
100160852016,2016-06-04,Jun,Sat,11,Pedestrian,Fatal,Daylight,Male,Over 75,Bolton,At 11:05 on Saturday 04 June 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,364925,407437,-2.5310108952048194,53.56236842061988
100161222016,2016-05-20,May,Fri,14,Car,Serious,Daylight,Male,26-35,Bolton,At 14:10 on Friday 20 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,373233,410420,-2.4058429797476557,53.58967111020309
100161592016,2016-05-24,May,Tues,19,Car,Slight,Daylight,Male,6-10,Bolton,At 19:00 on Tuesday 24 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370884,407379,-2.4410436131059834,53.56221283432627
100161612016,2016-05-24,May,Tues,2,Car,Slight,Dark,Male,36-45,Bolton,At 02:08 on Tuesday 24 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372527,409073,-2.4163891708206173,53.577527546628275
100161772016,2016-05-03,May,Tues,20,Car,Slight,Daylight,Female,21-25,Bolton,At 20:00 on Tuesday 03 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371689,407977,-2.4289450998342055,53.567631908317786
100161772016,2016-05-03,May,Tues,20,Car,Slight,Daylight,Female,6-10,Bolton,At 20:00 on Tuesday 03 May 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371689,407977,-2.4289450998342055,53.567631908317786
100162022016,2016-05-23,May,Mon,10,Car,Slight,Daylight,Male,46-55,Bolton,At 10:10 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,375682,403641,-2.3683167203455513,53.52886042461259
100162022016,2016-05-23,May,Mon,10,Car,Slight,Daylight,Female,46-55,Bolton,At 10:10 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,375682,403641,-2.3683167203455513,53.52886042461259
100162022016,2016-05-23,May,Mon,10,Car,Slight,Daylight,Female,16-20,Bolton,At 10:10 on Monday 23 May 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,375682,403641,-2.3683167203455513,53.52886042461259
100162222016,2016-05-25,May,Wed,20,Car,Slight,Daylight,Female,Over 75,Bolton,At 20:27 on Wednesday 25 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372990,404870,-2.4090320299619017,53.53977476401306
100162242016,2016-05-27,May,Fri,16,Pedestrian,Slight,Daylight,Female,0-5,Bolton,At 16:11 on Friday 27 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373967,406122,-2.3943948576395635,53.55107743847293
100162562016,2016-05-07,May,Sat,13,Pedestrian,Serious,Daylight,Male,11-15,Bolton,At 13:30 on Saturday 07 May 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371523,411017,-2.4317299779859325,53.594946491267876
100162602016,2016-05-12,May,Thurs,9,Pedestrian,Slight,Daylight,Male,46-55,Bolton,At 09:00 on Thursday 12 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374203,405870,-2.390812048538551,53.548824132132765
100162962016,2016-05-17,May,Tues,11,Car,Slight,Daylight,Male,56-65,Bolton,At 11:15 on Tuesday 17 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373897,408301,-2.395634177055657,53.57065901471614
100163032016,2016-05-17,May,Tues,6,Pedestrian,Slight,Daylight,Female,26-35,Bolton,At 06:53 on Tuesday 17 May 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371521,408842,-2.431560886486557,53.57539743665581
100163152016,2016-05-06,May,Fri,19,Pedal Cycle,Slight,Dark,Male,26-35,Bolton,At 19:30 on Friday 06 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,368078,410823,-2.4837584031119575,53.593003612995886
